model,model_family,direction,symbol,timeframe,timestamp,setup_timestamp,detected_at,entry_time,entry_mode,stop_mode,target_mode,entry_price,entry_low,entry_high,stop_loss,invalidation,target_hint,risk,risk_bps,same_bar_policy,same_bar_ambiguous,activated_trade,invalidated_before_entry,session_window,ny_time,htf_mode,htf_bias,htf_location,htf_zone_type,htf_objective_type,htf_context_alignment,htf_score_modifier,has_smt_confirmation,smt_direction,smt_pair,smt_strength,decision_score,score_bucket,htf_alignment_score,draw_score,pd_location_score,poi_score,displacement_score,smt_score,killzone_score,target_rr_score,no_trade_reasons,pre_model_filter_pass,pre_model_allowed_directions,pre_model_reasons,htf_inside_poi,htf_approaching_poi,swept_level,sweep_extreme,sweep_liquidity_quality,sweep_level_age_bars,displacement_grade,breach_displacement_grade,turtle_quality,fvg_low,fvg_high,fvg_ce,ifvg_low,ifvg_high,ifvg_ce,ob_low,ob_high,breaker_low,breaker_high,rejection_body_level,rejection_wick_extreme,mitigation_low,mitigation_high,time_to_retest_bars,retest_time,target_distance_r,time_to_entry_bars,bars_to_invalidation,bars_to_1r,bars_to_2r,metadata_json,mfe_r,mae_r,invalidated,target_hit,target_before_invalidation,hit_1r_before_invalidation,hit_2r_before_invalidation
turtle_soup,ict,short,BTCUSDT,1h,1748214000000,1748214000000,1748217600000,1748214000000,close,sweep_extreme,opposite_range,108955.9,108955.9,108955.9,109306.89118,109306.89118,106497.0,350.9911800000118,32.21405908262075,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109084.8,109285.1,strong,27,,,strong,,,,,,,,,,,,,,,,,7.00558914329389,1,1,,,"{""close_back_distance_bps"": 11.816495057057328, ""entry_mode"": ""close"", ""entry_price"": 108955.9, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 350.9911800000118, ""risk_bps"": 32.21405908262075, ""stop_loss"": 109306.89118, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 109285.1, ""sweep_level_age_bars"": 27, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 109084.8, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.164016, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.400288, ""wick_extension"": 200.3000000000029, ""wick_fraction"": 0.254867}, ""wick_extension_bps"": 18.361861597583065}",0.966690957875286,2.5644519044608916,True,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748224800000,1748224800000,1748228400000,1748224800000,close,sweep_extreme,opposite_range,109353.2,109353.2,109353.2,109759.87064,109759.87064,106497.0,406.67063999999664,37.18872790188094,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109440.2,109738.0,strong,39,,,strong,,,,,,,,,,,,,,,,,7.023374001132761,1,4,,,"{""close_back_distance_bps"": 7.949546875828078, ""entry_mode"": ""close"", ""entry_price"": 109353.2, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 406.67063999999664, ""risk_bps"": 37.18872790188094, ""stop_loss"": 109759.87064, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 109738.0, ""sweep_level_age_bars"": 39, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 109440.2, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.148287, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.480175, ""wick_extension"": 297.8000000000029, ""wick_fraction"": 0.507585}, ""wick_extension_bps"": 27.211207581857757}",0.29335778948783686,2.0771108531464284,True,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748246400000,1748246400000,1748250000000,1748246400000,close,sweep_extreme,opposite_range,109619.9,109619.9,109619.9,110160.72398000001,110160.72398000001,106497.0,540.8239800000156,49.33629569083858,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109856.0,110138.8,medium,7,,,strong,,,,,,,,,,,,,,,,,5.774337151248183,1,,,,"{""close_back_distance_bps"": 21.491771045733127, ""entry_mode"": ""close"", ""entry_price"": 109619.9, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 540.8239800000156, ""risk_bps"": 49.33629569083858, ""stop_loss"": 110160.72398000001, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 110138.8, ""sweep_level_age_bars"": 7, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 109856.0, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.401667, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.473345, ""wick_extension"": 282.8000000000029, ""wick_fraction"": 0.481116}, ""wick_extension_bps"": 25.742790562190766}",0.38274930042856836,0.7919397361041398,False,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748250000000,1748250000000,1748253600000,1748250000000,close,sweep_extreme,opposite_range,109663.2,109663.2,109663.2,109960.93264,109960.93264,106497.0,297.732640000002,27.149731176912766,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109856.0,109939.0,medium,8,,,valid,,,,,,,,,,,,,,,,,10.634373174536645,1,3,,,"{""close_back_distance_bps"": 17.550247596854327, ""entry_mode"": ""close"", ""entry_price"": 109663.2, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 297.732640000002, ""risk_bps"": 27.149731176912766, ""stop_loss"": 109960.93264, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 109939.0, ""sweep_level_age_bars"": 8, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 109856.0, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.490086, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.138069, ""wick_extension"": 83.0, ""wick_fraction"": 0.210981}, ""wick_extension_bps"": 7.555345179143606}",0.8406871346050646,1.293106459540336,True,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748260800000,1748260800000,1748264400000,1748260800000,close,sweep_extreme,opposite_range,109781.5,109781.5,109781.5,110070.1563,110070.1563,106497.0,288.6563000000024,26.29371068895965,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109856.0,110048.2,medium,11,,,strong,,,,,,,,,,,,,,,,,11.378584150077351,1,3,1,,"{""close_back_distance_bps"": 6.781605010195165, ""entry_mode"": ""close"", ""entry_price"": 109781.5, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 288.6563000000024, ""risk_bps"": 26.29371068895965, ""stop_loss"": 110070.1563, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 110048.2, ""sweep_level_age_bars"": 11, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 109856.0, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.169549, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.321878, ""wick_extension"": 192.1999999999971, ""wick_fraction"": 0.437415}, ""wick_extension_bps"": 17.495630643751557}",3.227021201338728,2.1426866484465954,True,False,False,True,False
turtle_soup,ict,short,BTCUSDT,1h,1748264400000,1748264400000,1748268000000,1748264400000,close,sweep_extreme,opposite_range,109549.2,109549.2,109549.2,109957.10983999999,109957.10983999999,106497.0,407.909839999993,37.23530979687602,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109856.0,109935.2,medium,12,,,valid,,,,,,,,,,,,,,,,,7.482535846647018,1,2,,,"{""close_back_distance_bps"": 27.927468686280484, ""entry_mode"": ""close"", ""entry_price"": 109549.2, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 407.909839999993, ""risk_bps"": 37.23530979687602, ""stop_loss"": 109957.10983999999, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 109935.2, ""sweep_level_age_bars"": 12, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 109856.0, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.587402, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.13954, ""wick_extension"": 79.19999999999709, ""wick_fraction"": 0.151637}, ""wick_extension_bps"": 7.209437809495802}",1.7141042736306855,2.0857550286112674,True,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748271600000,1748271600000,1748275200000,1748271600000,close,sweep_extreme,opposite_range,109963.2,109963.2,109963.2,110421.99264,110421.99264,106497.0,458.79263999999966,41.72237985071366,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,110197.9,110400.0,medium,8,,,valid,,,,,,,,,,,,,,,,,7.555047090554895,1,,1,1,"{""close_back_distance_bps"": 21.298046514497745, ""entry_mode"": ""close"", ""entry_price"": 109963.2, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 458.79263999999966, ""risk_bps"": 41.72237985071366, ""stop_loss"": 110421.99264, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 110400.0, ""sweep_level_age_bars"": 8, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 110197.9, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.256783, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.35395, ""wick_extension"": 202.10000000000582, ""wick_fraction"": 0.221116}, ""wick_extension_bps"": 18.339732426843508}",2.5200927373202804,0.9405120361128729,False,False,False,True,True
turtle_soup,ict,short,BTCUSDT,1h,1748275200000,1748275200000,1748278800000,1748275200000,close,sweep_extreme,opposite_range,109347.1,109347.1,109347.1,110416.56942,110416.56942,106497.0,1069.469419999994,97.80500991795795,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,70,high,40,5,15,0,0,0,0,10,target_rr_below_3,True,short,,True,True,110197.9,110394.7,medium,9,,,valid,,,,,,,,,,,,,,,,,2.6649663344277967,1,,,,"{""close_back_distance_bps"": 77.20655293794059, ""entry_mode"": ""close"", ""entry_price"": 109347.1, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 1069.469419999994, ""risk_bps"": 97.80500991795795, ""stop_loss"": 110416.56942, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 110394.7, ""sweep_level_age_bars"": 9, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 110197.9, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.629104, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.347998, ""wick_extension"": 196.8000000000029, ""wick_fraction"": 0.145519}, ""wick_extension_bps"": 17.858779523022026}",0.5050167773848165,0.2947255845800611,False,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748343600000,1748343600000,1748347200000,1748343600000,close,sweep_extreme,opposite_range,109541.8,109541.8,109541.8,109751.70836,109751.70836,106497.0,209.90836000000127,19.162398280839028,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109633.8,109729.8,medium,11,,,strong,,,,,,,,,,,,,,,,,14.505377489491055,1,1,,,"{""close_back_distance_bps"": 8.391572671931467, ""entry_mode"": ""close"", ""entry_price"": 109541.8, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 209.90836000000127, ""risk_bps"": 19.162398280839028, ""stop_loss"": 109751.70836, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 109729.8, ""sweep_level_age_bars"": 11, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 109633.8, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.269874, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.140609, ""wick_extension"": 96.0, ""wick_fraction"": 0.281608}, ""wick_extension_bps"": 8.756423657667616}",4.441938377299518,5.517645890806779,True,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748347200000,1748347200000,1748350800000,1748347200000,close,sweep_extreme,opposite_range,109550.6,109550.6,109550.6,109801.61012,109801.61012,106497.0,251.01011999999173,22.912710656079632,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109633.8,109779.7,medium,12,,,strong,,,,,,,,,,,,,,,,,12.165246564561247,1,1,,,"{""close_back_distance_bps"": 7.5889005033116685, ""entry_mode"": ""close"", ""entry_price"": 109550.6, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 251.01011999999173, ""risk_bps"": 22.912710656079632, ""stop_loss"": 109801.61012, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 109779.7, ""sweep_level_age_bars"": 12, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 109633.8, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.212897, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.213709, ""wick_extension"": 145.89999999999418, ""wick_fraction"": 0.373337}, ""wick_extension_bps"": 13.307939704725564}",3.749649615720843,4.579098245122675,True,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748350800000,1748350800000,1748354400000,1748350800000,close,sweep_extreme,opposite_range,109791.6,109791.6,109791.6,110721.95832,110721.95832,106497.0,930.3583199999994,84.73857016383761,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109863.2,110700.0,strong,15,,,valid,,,,,,,,,,,,,,,,,3.541216248810467,1,,1,,"{""close_back_distance_bps"": 6.517195930938774, ""entry_mode"": ""close"", ""entry_price"": 109791.6, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 930.3583199999994, ""risk_bps"": 84.73857016383761, ""stop_loss"": 110721.95832, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 110700.0, ""sweep_level_age_bars"": 15, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 109863.2, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.060998, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 1.279413, ""wick_extension"": 836.8000000000029, ""wick_fraction"": 0.712898}, ""wick_extension_bps"": 76.16745188561802}",1.270693209902194,0.7181104157804401,False,False,False,True,False
turtle_soup,ict,short,BTCUSDT,1h,1748354400000,1748354400000,1748358000000,1748354400000,close,sweep_extreme,opposite_range,109334.8,109334.8,109334.8,110207.36696,110207.36696,106497.0,872.5669599999965,79.80688307839742,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109861.5,110185.5,weak,5,,,valid,,,,,,,,,,,,,,,,,3.2522432433151196,1,2,,,"{""close_back_distance_bps"": 47.94218174701757, ""entry_mode"": ""close"", ""entry_price"": 109334.8, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 872.5669599999965, ""risk_bps"": 79.80688307839742, ""stop_loss"": 110207.36696, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 110185.5, ""sweep_level_age_bars"": 5, ""sweep_liquidity_quality"": ""weak"", ""sweep_swing_significance"": ""short"", ""swept_level"": 109861.5, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.334179, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.53468, ""wick_extension"": 324.0, ""wick_fraction"": 0.205571}, ""wick_extension_bps"": 29.49167815840854}",0.4358404769302799,1.2891847291582055,True,False,False,False,False
turtle_soup,ict,short,BTCUSDT,1h,1748361600000,1748361600000,1748365200000,1748361600000,close,sweep_extreme,opposite_range,110169.9,110169.9,110169.9,110481.73397999999,110481.73397999999,106497.0,311.8339799999958,28.304825546723364,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,110400.0,110459.7,strong,25,,,valid,,,,,,,,,,,,,,,,,11.778382843332352,1,,2,3,"{""close_back_distance_bps"": 20.84239130434835, ""entry_mode"": ""close"", ""entry_price"": 110169.9, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 311.8339799999958, ""risk_bps"": 28.304825546723364, ""stop_loss"": 110481.73397999999, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 110459.7, ""sweep_level_age_bars"": 25, ""sweep_liquidity_quality"": ""strong"", ""sweep_swing_significance"": ""long"", ""swept_level"": 110400.0, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.411849, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.087916, ""wick_extension"": 59.69999999999709, ""wick_fraction"": 0.106855}, ""wick_extension_bps"": 5.407608695651911}",4.4889270887028,0.7641886878396195,False,False,False,True,True
turtle_soup,ict,short,BTCUSDT,1h,1748372400000,1748372400000,1748376000000,1748372400000,close,sweep_extreme,opposite_range,109822.8,109822.8,109822.8,110038.06456,110038.06456,107118.8,215.26455999999598,19.601081014142416,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109861.5,110016.1,weak,10,,,valid,,,,,,,,,,,,,,,,,12.561287375869258,1,,1,2,"{""close_back_distance_bps"": 3.5226171133652, ""entry_mode"": ""close"", ""entry_price"": 109822.8, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 215.26455999999598, ""risk_bps"": 19.601081014142416, ""stop_loss"": 110038.06456, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 110016.1, ""sweep_level_age_bars"": 10, ""sweep_liquidity_quality"": ""weak"", ""sweep_swing_significance"": ""short"", ""swept_level"": 109861.5, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""valid"", ""turtle_quality_filters"": {""close_back_fraction"": 0.0774, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""valid"", ""wick_atr_ratio"": 0.216518, ""wick_extension"": 154.60000000000582, ""wick_fraction"": 0.3092}, ""wick_extension_bps"": 14.072263713858431}",5.9893741914601595,0.1616615387131238,False,False,False,True,True
turtle_soup,ict,short,BTCUSDT,1h,1748376000000,1748376000000,1748379600000,1748376000000,close,sweep_extreme,opposite_range,109493.5,109493.5,109493.5,109879.49870000001,109879.49870000001,107118.8,385.998700000011,35.25311548174193,conservative,False,True,False,,,aligned_only,bearish,premium,,,,,,,,,80,high,40,5,15,0,0,0,0,20,,True,short,,True,True,109633.8,109857.6,medium,20,,,strong,,,,,,,,,,,,,,,,,6.152093258344988,1,,1,2,"{""close_back_distance_bps"": 12.797148324695751, ""entry_mode"": ""close"", ""entry_price"": 109493.5, ""htf_approaching_poi"": true, ""htf_bias"": ""bearish"", ""htf_inside_poi"": true, ""htf_location"": ""premium"", ""htf_mode"": ""aligned_only"", ""htf_objective"": ""down"", ""model_family"": ""ict"", ""pre_model_allowed_directions"": ""short"", ""pre_model_filter_pass"": true, ""pre_model_reasons"": """", ""risk"": 385.998700000011, ""risk_bps"": 35.25311548174193, ""stop_loss"": 109879.49870000001, ""stop_mode"": ""sweep_extreme"", ""sweep_extreme"": 109857.6, ""sweep_level_age_bars"": 20, ""sweep_liquidity_quality"": ""medium"", ""sweep_swing_significance"": ""intermediate"", ""swept_level"": 109633.8, ""target_mode"": ""opposite_range"", ""turtle_quality"": ""strong"", ""turtle_quality_filters"": {""close_back_fraction"": 0.385228, ""min_close_back_fraction"": 0.05, ""min_wick_atr_ratio"": 0.0, ""min_wick_fraction"": 0.1, ""passed"": true, ""quality"": ""strong"", ""wick_atr_ratio"": 0.315665, ""wick_extension"": 223.8000000000029, ""wick_fraction"": 0.614498}, ""wick_extension_bps"": 20.413412651937897}",2.487055008216278,0.3616592491114655,False,False,False,True,True
